location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,location_geom,year,month,day,hour
"Radomsko, ul. Rolna",Radomsko,Poland,co,493.0,2022-05-06 08:00:00+00:00,µg/m³,GIOS,1.0,51.067439,19.448694,POINT(51.067439 1),2022,5,6,8
"Koziegłowy, os.Leśne",Koziegłowy,Poland,co,113.75,2022-05-14 16:00:00+00:00,µg/m³,GIOS,1.0,52.449331,16.999683,POINT(52.449331 1),2022,5,14,16
PT03094,Setúbal,Portugal,co,203.0,2022-05-03 14:00:00+00:00,µg/m³,EEA Portugal,1.0,38.524167,-8.894167,POINT(38.524167 1),2022,5,3,14
RS0041A,Kolubarski upravni okrug,Serbia,co,238.77,2022-05-10 17:00:00+00:00,µg/m³,EEA Servia,1.0,44.273049,19.899006,POINT(44.273049 1),2022,5,10,17
SK0002A,Bratislavský kraj,Slovakia,co,252.532,2022-05-07 07:00:00+00:00,µg/m³,EEA Slovakia,1.0,48.1584279994666,17.128678,POINT(48.1584279994666 1),2022,5,7,7
Kanjanapisek Park,Sa Kaeo,Thailand,co,0.15,2022-05-19 14:00:00+00:00,ppm,Air4Thai,8.0,13.691047,102.510442,POINT(13.691047 8),2022,5,19,14
Residence for Dept. of Mineral Resources,Samut Prakan,Thailand,co,0.45,2022-05-11 10:00:00+00:00,ppm,Air4Thai,1.0,13.652141,100.531805,POINT(13.652141 1),2022,5,11,10
Hat Yai Municipality,Songkhla,Thailand,co,0.09,2022-05-13 17:00:00+00:00,ppm,Air4Thai,8.0,7.020434,100.484088,POINT(7.020434 8),2022,5,13,17
Health Promotion Hospital Maptaput,Rayong,Thailand,co,0.64,2022-05-22 11:00:00+00:00,ppm,Air4Thai,8.0,12.70865,101.1659833,POINT(12.70865 8),2022,5,22,11
Samut Songkhram Health Office,Samut Songkhram,Thailand,co,0.6,2022-05-16 01:00:00+00:00,ppm,Air4Thai,8.0,13.428581,100.024664,POINT(13.428581 8),2022,5,16,1
Health Promotion Hospital Maptaput,Rayong,Thailand,co,0.41,2022-05-12 15:00:00+00:00,ppm,Air4Thai,8.0,12.70865,101.1659833,POINT(12.70865 8),2022,5,12,15
Trat Provincial Central Stadium,Trat,Thailand,co,0.2,2022-05-08 01:00:00+00:00,ppm,Air4Thai,8.0,12.234862,102.523721,POINT(12.234862 8),2022,5,8,1
Indpls - I-70 E,Indianapolis,United States,co,0.34,2022-05-03 16:00:00+00:00,ppm,AirNow,1.0,39.787933,-86.13088,POINT(39.787933 1),2022,5,3,16
San Francisco,San Francisco-Oakland-Fremont,United States,co,0.25,2022-05-16 14:00:00+00:00,ppm,AirNow,1.0,37.7658,-122.3978,POINT(37.7658 1),2022,5,16,14
E Providence,Providence-New Bedford-Fall River,United States,co,0.15,2022-04-27 15:00:00+00:00,ppm,AirNow,1.0,41.840302,-71.361702,POINT(41.840302 1),2022,4,27,15
Howard County Near R,HOWARD,United States,co,0.17,2022-04-17 03:00:00+00:00,ppm,AirNow,1.0,39.143197,-76.846192,POINT(39.143197 1),2022,4,17,3
Cornwall,Torrington,United States,co,0.11,2022-05-18 20:00:00+00:00,ppm,AirNow,1.0,41.833099,-73.303299,POINT(41.833099 1),2022,5,18,20
San Francisco,San Francisco-Oakland-Fremont,United States,co,0.23,2022-04-29 05:00:00+00:00,ppm,AirNow,1.0,37.7658,-122.3978,POINT(37.7658 1),2022,4,29,5
Boston-Von Hillern,SUFFOLK,United States,co,0.28,2022-05-05 21:00:00+00:00,ppm,AirNow,1.0,42.325197,-71.056056,POINT(42.325197 1),2022,5,5,21
Mesa - Brooks Reserv,Phoenix-Mesa-Scottsdale,United States,co,0.3,2022-05-15 11:00:00+00:00,ppm,AirNow,1.0,33.4105,-111.8651,POINT(33.4105 1),2022,5,15,11
GT Craig NCore,Cleveland-Elyria-Mentor,United States,co,0.24,2022-04-24 03:00:00+00:00,ppm,AirNow,1.0,41.492191,-81.678552,POINT(41.492191 1),2022,4,24,3
Fresno - Garland,FRESNO,United States,co,0.19,2022-05-11 14:00:00+00:00,ppm,AirNow,1.0,36.78538,-119.77321,POINT(36.78538 1),2022,5,11,14
West Yellowstone Par,GALLATIN,United States,co,0.16,2022-05-16 06:00:00+00:00,ppm,AirNow,1.0,44.657014,-111.089618,POINT(44.657014 1),2022,5,16,6
MILWAUKEE COLLEGE AV,Milwaukee-Waukesha-West Allis,United States,co,0.28,2022-04-24 03:00:00+00:00,ppm,AirNow,1.0,42.93257,-87.93434,POINT(42.93257 1),2022,4,24,3
Utah Tech. Center,Salt Lake City,United States,co,0.2,2022-04-27 03:00:00+00:00,ppm,AirNow,1.0,40.7771,-111.945,POINT(40.7771 1),2022,4,27,3
Salinas AMS,Salinas,United States,co,0.2,2022-04-29 23:00:00+00:00,ppm,AirNow,1.0,36.694261,-121.623271,POINT(36.694261 1),2022,4,29,23
NCORE - Bishop,Bishop,United States,co,0.13,2022-05-04 01:00:00+00:00,ppm,AirNow,1.0,37.360701,-118.330835,POINT(37.360701 1),2022,5,4,1
E Providence,Providence-New Bedford-Fall River,United States,co,0.14,2022-05-13 18:00:00+00:00,ppm,AirNow,1.0,41.840302,-71.361702,POINT(41.840302 1),2022,5,13,18
McMillan Reservoir,Washington-Arlington-Alexandria,United States,co,0.21,2022-04-28 12:00:00+00:00,ppm,AirNow,1.0,38.921848,-77.013176,POINT(38.921848 1),2022,4,28,12
Fort Collins - CSU -,Fort Collins-Loveland,United States,co,0.28,2022-04-20 02:00:00+00:00,ppm,AirNow,1.0,40.5764,-105.0794,POINT(40.5764 1),2022,4,20,2
McMillan Reservoir,Washington-Arlington-Alexandria,United States,co,0.27,2022-05-24 19:00:00+00:00,ppm,AirNow,1.0,38.921848,-77.013176,POINT(38.921848 1),2022,5,24,19
RT,CLARK,United States,co,0.14,2022-04-28 08:00:00+00:00,ppm,AirNow,1.0,36.139707,-115.175654,POINT(36.139707 1),2022,4,28,8
Seattle-10th & Welle,Seattle-Tacoma-Bellevue,United States,co,0.21,2022-05-13 04:00:00+00:00,ppm,AirNow,1.0,47.597222,-122.319722,POINT(47.597222 1),2022,5,13,4
BLAIR STREET,St. Louis,United States,co,0.21,2022-05-15 18:00:00+00:00,ppm,AirNow,1.0,38.656449,-90.198548,POINT(38.656449 1),2022,5,15,18
Oakland West,San Francisco-Oakland-Fremont,United States,co,0.21,2022-05-12 20:00:00+00:00,ppm,AirNow,1.0,37.8148,-122.282402,POINT(37.8148 1),2022,5,12,20
Los Angeles - N. Mai,Los Angeles-Long Beach-Santa Ana,United States,co,0.53,2022-05-25 16:00:00+00:00,ppm,AirNow,1.0,34.066429,-118.226755,POINT(34.066429 1),2022,5,25,16
Sparks,Reno-Sparks,United States,co,0.2,2022-04-15 03:00:00+00:00,ppm,AirNow,1.0,39.54092,-119.746764,POINT(39.54092 1),2022,4,15,3
Greeley - Weld Co. T,Greeley,United States,co,0.18,2022-05-04 17:00:00+00:00,ppm,AirNow,1.0,40.3861,-104.7367,POINT(40.3861 1),2022,5,4,17
Vallejo,Vallejo-Fairfield,United States,co,0.38,2022-05-15 13:00:00+00:00,ppm,AirNow,1.0,38.102507,-122.237976,POINT(38.102507 1),2022,5,15,13
NEW,PHILADELPHIA,United States,co,0.19,2022-05-05 07:00:00+00:00,ppm,AirNow,1.0,39.991389,-75.080833,POINT(39.991389 1),2022,5,5,7
Near Road OKC,Oklahoma City,United States,co,0.6,2022-05-08 17:00:00+00:00,ppm,AirNow,1.0,35.502968,-97.577674,POINT(35.502968 1),2022,5,8,17
Bercut Dr,Sacramento--Arden-Arcade--Roseville,United States,co,0.4,2020-06-10 23:00:00+00:00,ppm,AirNow,38.593327,-121.50373,1.0,POINT(-121.50373 38.593327),2020,6,10,23
STILWELL CASTNET & N,ADAIR,United States,co,0.12,2022-05-19 13:00:00+00:00,ppm,AirNow,1.0,35.750599,-94.669701,POINT(35.750599 1),2022,5,19,13
San Pablo - Rumrill,San Francisco-Oakland-Fremont,United States,co,0.5,2022-05-15 17:00:00+00:00,ppm,AirNow,1.0,37.9604,-122.3571,POINT(37.9604 1),2022,5,15,17
Fort Collins - CSU -,Fort Collins-Loveland,United States,co,0.15,2022-05-09 18:00:00+00:00,ppm,AirNow,1.0,40.5764,-105.0794,POINT(40.5764 1),2022,5,9,18
Vallejo,Vallejo-Fairfield,United States,co,0.3,2022-04-28 07:00:00+00:00,ppm,AirNow,1.0,38.102507,-122.237976,POINT(38.102507 1),2022,4,28,7
Taft NCore,Cincinnati-Middletown,United States,co,0.07,2022-05-12 06:00:00+00:00,ppm,AirNow,1.0,39.12886,-84.50404,POINT(39.12886 1),2022,5,12,6
Bercut Dr,Sacramento--Arden-Arcade--Roseville,United States,co,0.4,2022-04-29 03:00:00+00:00,ppm,AirNow,1.0,38.593328,-121.503728,POINT(38.593328 1),2022,4,29,3
Smoky Row Near Road,Columbus,United States,co,0.3,2022-05-08 08:00:00+00:00,ppm,AirNow,1.0,40.11109,-83.065376,POINT(40.11109 1),2022,5,8,8
Reno4,Reno-Sparks,United States,co,0.16,2022-04-28 02:00:00+00:00,ppm,AirNow,1.0,39.521918,-119.795444,POINT(39.521918 1),2022,4,28,2
Utah Tech. Center,Salt Lake City,United States,co,0.2,2022-04-30 20:00:00+00:00,ppm,AirNow,1.0,40.7771,-111.945,POINT(40.7771 1),2022,4,30,20
Near Road,Louisville,United States,co,0.65,2022-04-04 03:00:00+00:00,ppm,AirNow,1.0,38.1935,-85.7121,POINT(38.1935 1),2022,4,4,3
Bodibeng-NAQI,City of Tshwane,South Africa,co,2.389,2022-05-14 16:00:00+00:00,ppm,South Africa,1.0,-25.492833,28.093733,POINT(-25.492833 1),2022,5,14,16
Pietermaritzburg - CBD,uMgungundlovu,South Africa,co,0.0,2022-03-31 21:00:00+00:00,ppm,South Africa,1.0,-29.602056,30.380611,POINT(-29.602056 1),2022,3,31,21
Booysens,City of Tshwane,South Africa,co,2.251,2022-05-18 21:00:00+00:00,ppm,South Africa,1.0,-25.71365,28.132096,POINT(-25.71365 1),2022,5,18,21
MT00005,Msida,Malta,o3,54.06285,2022-05-16 05:00:00+00:00,µg/m³,EEA Malta,1.0,35.8958358794896,14.48998642,POINT(35.8958358794896 1),2022,5,16,5
GR0038A,ΑΤΤΙΚΗ,Greece,o3,50.0,2022-05-04 07:00:00+00:00,µg/m³,EEA Greece,1.0,38.05134964,23.53844643,POINT(38.05134964 1),2022,5,4,7
US Diplomatic Post: Guatemala City,Guatemala City,Guatemala,o3,0.008,2022-05-12 10:00:00+00:00,ppm,StateAir_GuatemalaCity,1.0,14.607198,-90.514255,POINT(14.607198 1),2022,5,12,10
LV0026A,Riga,Latvia,o3,15.0061548,2022-05-05 01:00:00+00:00,µg/m³,EEA Latvia,1.0,56.9548469995096,24.104756,POINT(56.9548469995096 1),2022,5,5,1
GR0032A,ΑΤΤΙΚΗ,Greece,o3,53.0,2022-05-12 09:00:00+00:00,µg/m³,EEA Greece,1.0,37.99945831,23.73304749,POINT(37.99945831 1),2022,5,12,9
HU0033A,Fejér,Hungary,o3,75.22263,2022-04-29 13:00:00+00:00,µg/m³,EEA Hungary,1.0,46.9761123694645,18.93611336,POINT(46.9761123694645 1),2022,4,29,13
HR0014A,Loški Potok,Croatia,o3,74.0,2022-05-16 06:00:00+00:00,µg/m³,EEA Croatia,1.0,45.5934805550189,14.6304638888889,POINT(45.5934805550189 1),2022,5,16,6
Limanköy-MTHM,Kırklareli,Turkey,o3,57.1,2022-04-10 04:00:00+00:00,µg/m³,Turkey,1.0,41.88515,28.05599,POINT(41.88515 1),2022,4,10,4
DK0053A,Nordjylland,Denmark,o3,78.81,2022-05-14 21:00:00+00:00,µg/m³,EEA Denmark,1.0,57.0466523886598,9.93087546594131,POINT(57.0466523886598 1),2022,5,14,21
HU0029A,Baranya,Hungary,o3,77.9044375,2022-05-24 07:00:00+00:00,µg/m³,EEA Hungary,1.0,46.0802764894636,18.21112251,POINT(46.0802764894636 1),2022,5,24,7
CH0010A,Zürich,Switzerland,o3,71.8265,2022-04-18 03:00:00+00:00,µg/m³,EEA Switzerland,1.0,47.3776165600282,8.53041092115182,POINT(47.3776165600282 1),2022,4,18,3
GR0120A,ΑΤΤΙΚΗ,Greece,o3,127.0,2022-05-22 10:00:00+00:00,µg/m³,EEA Greece,1.0,37.90130615,23.8790226,POINT(37.90130615 1),2022,5,22,10
GR0002A,ΑΤΤΙΚΗ,Greece,o3,13.0,2022-05-14 20:00:00+00:00,µg/m³,EEA Greece,1.0,37.97820663,23.72684288,POINT(37.97820663 1),2022,5,14,20
GR0039A,ΑΤΤΙΚΗ,Greece,o3,95.0,2022-05-10 07:00:00+00:00,µg/m³,EEA Greece,1.0,37.99510574,23.81941795,POINT(37.99510574 1),2022,5,10,7
LV0026A,Riga,Latvia,o3,85.3856067,2022-05-08 20:00:00+00:00,µg/m³,EEA Latvia,1.0,56.9548469995096,24.104756,POINT(56.9548469995096 1),2022,5,8,20
Kentpark,Kütahya,Turkey,o3,1.01,2022-04-09 04:00:00+00:00,µg/m³,Turkey,1.0,39.428042,29.969711,POINT(39.428042 1),2022,4,9,4
DK0046A,Syddanmark,Denmark,o3,74.94,2022-05-25 08:00:00+00:00,µg/m³,EEA Denmark,1.0,55.3963873093883,10.3891959238991,POINT(55.3963873093883 1),2022,5,25,8
Gornje Mrke,Gornje Mrke,Montenegro,o3,63.9,2022-05-09 01:00:00+00:00,µg/m³,Montenegro,1.0,42.518204,19.327783,POINT(42.518204 1),2022,5,9,1
CARABAYLLO,Lima,Peru,o3,2.71,2022-05-05 16:00:00+00:00,µg/m³,Senamhi,1.0,-11.902194,-77.033639,POINT(-11.902194 1),2022,5,5,16
CY0004A,unused,Cyprus,o3,99.9894,2022-05-09 08:00:00+00:00,µg/m³,EEA Cyprus,1.0,0.0003157752856086,0.0002995681866882,POINT(0.000315775285608611 1),2022,5,9,8
IE0147A,Kilkenny,Ireland,o3,57.3,2022-05-26 03:00:00+00:00,µg/m³,EEA Ireland,1.0,52.638798,-7.268114,POINT(52.638798 1),2022,5,26,3
IE0028A,Dublin City,Ireland,o3,59.76,2022-04-27 17:00:00+00:00,µg/m³,EEA Ireland,1.0,53.353889,-6.278056,POINT(53.353889 1),2022,4,27,17
HU0037A,Veszprém,Hungary,o3,38.25747,2022-04-16 04:00:00+00:00,µg/m³,EEA Hungary,1.0,47.1052780194647,17.55666542,POINT(47.1052780194647 1),2022,4,16,4
MT00008,Attard,Malta,o3,99.56813,2022-05-19 19:00:00+00:00,µg/m³,EEA Malta,1.0,35.8900179994896,14.434464,POINT(35.8900179994896 1),2022,5,19,19
AT60107,Steiermark,Austria,o3,92.181,2022-05-05 16:00:00+00:00,µg/m³,EEA Austria,1.0,47.0447222216868,15.1527777777778,POINT(47.0447222216868 1),2022,5,5,16
AT30101,Niederösterreich,Austria,o3,94.583,2022-05-07 13:00:00+00:00,µg/m³,EEA Austria,1.0,48.1202777794665,14.878333,POINT(48.1202777794665 1),2022,5,7,13
AT51200,Salzburg,Austria,o3,48.988,2022-04-22 18:00:00+00:00,µg/m³,EEA Austria,1.0,47.8172222216881,13.0308333333333,POINT(47.8172222216881 1),2022,4,22,18
AT31701,Niederösterreich,Austria,o3,85.005,2022-05-09 18:00:00+00:00,µg/m³,EEA Austria,1.0,48.370277999467,15.543611,POINT(48.370277999467 1),2022,5,9,18
AT9STEF,Wien,Austria,o3,104.217,2022-05-14 15:00:00+00:00,µg/m³,EEA Austria,1.0,48.2081499994666,16.3732536111111,POINT(48.2081499994666 1),2022,5,14,15
AT10001,Burgenland,Austria,o3,61.455,2022-05-24 18:00:00+00:00,µg/m³,EEA Austria,1.0,47.8399999994659,16.52806,POINT(47.8399999994659 1),2022,5,24,18
AT4S406,Oberösterreich,Austria,o3,74.321,2022-05-18 08:00:00+00:00,µg/m³,EEA Austria,1.0,48.1649999994666,14.035556,POINT(48.1649999994666 1),2022,5,18,8
AT72912,Tirol,Austria,o3,81.35,2022-05-14 13:00:00+00:00,µg/m³,EEA Austria,1.0,46.8191110994643,12.766025,POINT(46.8191110994643 1),2022,5,14,13
AT31901,Niederösterreich,Austria,o3,114.937,2022-04-30 17:00:00+00:00,µg/m³,EEA Austria,1.0,48.3294449994669,16.0625,POINT(48.3294449994669 1),2022,4,30,17
AT30104,Niederösterreich,Austria,o3,66.548,2022-04-18 18:00:00+00:00,µg/m³,EEA Austria,1.0,48.1783333327999,14.5486111111111,POINT(48.1783333327999 1),2022,4,18,18
AT51066,Salzburg,Austria,o3,48.389,2022-05-15 06:00:00+00:00,µg/m³,EEA Austria,1.0,47.8055555994659,13.043333,POINT(47.8055555994659 1),2022,5,15,6
AT72106,Tirol,Austria,o3,38.918,2022-05-04 07:00:00+00:00,µg/m³,EEA Austria,1.0,47.2712899994649,11.4169445,POINT(47.2712899994649 1),2022,5,4,7
AT55032,Salzburg,Austria,o3,98.075,2022-05-20 14:00:00+00:00,µg/m³,EEA Austria,1.0,47.1258333327981,13.8083333333333,POINT(47.1258333327981 1),2022,5,20,14
Richmond,Sydney North-west,Australia,o3,0.011,2022-05-09 13:00:00+00:00,ppm,Australia - New South Wales,4.0,-33.6183333,150.7458333,POINT(-33.6183333 4),2022,5,9,13
Liverpool,Sydney South-west,Australia,o3,0.008,2022-05-05 11:00:00+00:00,ppm,Australia - New South Wales,4.0,-33.9327778,150.9058333,POINT(-33.9327778 4),2022,5,5,11
Beresfield,Lower Hunter,Australia,o3,0.0,2022-05-10 20:00:00+00:00,ppm,Australia - New South Wales,4.0,-32.7983333,151.66,POINT(-32.7983333 4),2022,5,10,20
Newcastle,Lower Hunter,Australia,o3,0.004,2022-05-06 21:00:00+00:00,ppm,Australia - New South Wales,4.0,-32.9325,151.7583333,POINT(-32.9325 4),2022,5,6,21
BG0073A,София (столица),Bulgaria,o3,38.1,2022-05-11 14:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.669797,23.268403,POINT(42.669797 1),2022,5,11,14
BG0070A,София (столица),Bulgaria,o3,80.67,2022-04-30 15:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.637192,23.243864,POINT(42.637192 1),2022,4,30,15
BG0070A,София (столица),Bulgaria,o3,74.61,2022-04-30 04:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.637192,23.243864,POINT(42.637192 1),2022,4,30,4
BG0051A,Пловдив,Bulgaria,o3,77.95,2022-04-30 15:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.142889,24.765239,POINT(42.142889 1),2022,4,30,15
BG0055A,Стара Загора,Bulgaria,o3,37.04,2022-05-12 04:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.432356,25.637389,POINT(42.432356 1),2022,5,12,4
BG0052A,София (столица),Bulgaria,o3,48.2,2022-05-10 08:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.666508,23.400164,POINT(42.666508 1),2022,5,10,8
BG0013A,Варна,Bulgaria,o3,80.63,2022-05-03 07:00:00+00:00,µg/m³,EEA Bulgaria,1.0,43.223044,27.587239,POINT(43.223044 1),2022,5,3,7
S.Bernardo-Centro,São Bernardo do Campo,Brazil,o3,65.0,2022-05-11 15:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.69867109,-46.54623219,POINT(-23.69867109 1),2022,5,11,15
S.Bernardo-Centro,São Bernardo do Campo,Brazil,o3,33.0,2022-05-11 22:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.69867109,-46.54623219,POINT(-23.69867109 1),2022,5,11,22
Taubaté,Taubaté,Brazil,o3,48.0,2022-05-08 19:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.03235096,-45.57580502,POINT(-23.03235096 1),2022,5,8,19
Limeira,Limeira,Brazil,o3,30.0,2022-05-14 22:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-22.56360378,-47.41431403,POINT(-22.56360378 1),2022,5,14,22
Paulínia-Sta Terezinha,Paulínia-Sta Terezinha,Brazil,o3,42.0,2022-05-08 14:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-22.7802089502154,-47.1390364947294,POINT(-22.7802089502154 1),2022,5,8,14
Pico do Jaraguá,Pico do Jaraguá,Brazil,o3,35.0,2022-05-14 05:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.4562689,-46.76609776,POINT(-23.4562689 1),2022,5,14,5
Santana,São Paulo,Brazil,o3,38.0,2022-05-10 16:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.50599272,-46.6289603,POINT(-23.50599272 1),2022,5,10,16
Grajaú-Parelheiros,Grajaú-Parelheiros,Brazil,o3,1.0,2022-05-04 09:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.77626598,-46.69696108,POINT(-23.77626598 1),2022,5,4,9
Guarulhos-Pimentas,Guarulhos,Brazil,o3,22.0,2022-05-19 20:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.44011701,-46.40994877,POINT(-23.44011701 1),2022,5,19,20
Interlagos,São Paulo,Brazil,o3,32.0,2022-04-07 04:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.68050765,-46.67504316,POINT(-23.68050765 1),2022,4,7,4
SAINT JOHN WEST,NEW BRUNSWICK,Canada,o3,0.033,2022-05-02 07:00:00+00:00,ppm,AirNow,1.0,45.25315,-66.079931,POINT(45.25315 1),2022,5,2,7
Lethbridge,ALBERTA,Canada,o3,0.035,2022-05-02 09:00:00+00:00,ppm,AirNow,1.0,49.7164,-112.8006,POINT(49.7164 1),2022,5,2,9
Parry Sound,ONTARIO,Canada,o3,0.018,2022-05-04 10:00:00+00:00,ppm,AirNow,1.0,45.3378,-80.0378,POINT(45.3378 1),2022,5,4,10
Saturna,BRITISH COLUMBIA,Canada,o3,0.039,2022-05-11 22:00:00+00:00,ppm,AirNow,1.0,48.7833,-123.1333,POINT(48.7833 1),2022,5,11,22
WELLINGTON,PRINCE EDWARD ISLAND,Canada,o3,0.035,2022-05-02 03:00:00+00:00,ppm,AirNow,1.0,46.4783,-63.9869,POINT(46.4783 1),2022,5,2,3
London,ONTARIO,Canada,o3,0.008,2022-04-30 08:00:00+00:00,ppm,AirNow,1.0,42.974461,-81.200858,POINT(42.974461 1),2022,4,30,8
Algoma,ONTARIO,Canada,o3,0.048,2022-05-14 16:00:00+00:00,ppm,AirNow,1.0,47.035,-84.3811,POINT(47.035 1),2022,5,14,16
Courtenay Elementary,BRITISH COLUMBIA,Canada,o3,0.028,2022-05-25 16:00:00+00:00,ppm,AirNow,1.0,49.682603,-124.996222,POINT(49.682603 1),2022,5,25,16
St. Catharines,ONTARIO,Canada,o3,0.046,2022-05-08 01:00:00+00:00,ppm,AirNow,1.0,43.1583,-79.235,POINT(43.1583 1),2022,5,8,1
Rouyn-Noranda - Parc,QUEBEC,Canada,o3,0.039,2022-05-21 05:00:00+00:00,ppm,AirNow,1.0,48.2344,-78.9833,POINT(48.2344 1),2022,5,21,5
Hamilton Downtown,ONTARIO,Canada,o3,0.026,2022-05-07 00:00:00+00:00,ppm,AirNow,1.0,43.2561,-79.8617,POINT(43.2561 1),2022,5,7,0
Bruderheim,ALBERTA,Canada,o3,0.033,2022-04-07 03:00:00+00:00,ppm,AirNow,1.0,53.800117,-112.927795,POINT(53.800117 1),2022,4,7,3
Sudbury,ONTARIO,Canada,o3,0.038,2022-05-21 19:00:00+00:00,ppm,AirNow,1.0,46.491941,-81.003105,POINT(46.491941 1),2022,5,21,19
Lake Major,NOVA SCOTIA,Canada,o3,0.032,2022-04-11 03:00:00+00:00,ppm,AirNow,1.0,44.7198,-63.48076,POINT(44.7198 1),2022,4,11,3
Temiscaming,QUEBEC,Canada,o3,0.036,2022-05-02 07:00:00+00:00,ppm,AirNow,1.0,46.72139,-79.0997,POINT(46.72139 1),2022,5,2,7
Ardrossan,Unknown,Canada,o3,0.048,2022-05-16 00:00:00+00:00,ppm,AirNow,1.0,53.554691,-113.144105,POINT(53.554691 1),2022,5,16,0
Charette,QUEBEC,Canada,o3,0.038,2022-05-05 07:00:00+00:00,ppm,AirNow,1.0,46.4425,-72.8928,POINT(46.4425 1),2022,5,5,7
FOREST HILLS,NEW BRUNSWICK,Canada,o3,0.027,2022-05-12 00:00:00+00:00,ppm,AirNow,1.0,45.308778,-66.008333,POINT(45.308778 1),2022,5,12,0
Belleville,ONTARIO,Canada,o3,0.026,2022-05-11 09:00:00+00:00,ppm,AirNow,1.0,44.1503,-77.3956,POINT(44.1503 1),2022,5,11,9
Burnaby Mountain,Unknown,Canada,o3,0.037,2022-04-05 12:00:00+00:00,ppm,AirNow,1.0,49.2798,-122.9223,POINT(49.2798 1),2022,4,5,12
SWIFT CURRENT,SASKATCHEWAN,Canada,o3,0.036,2022-05-14 00:00:00+00:00,ppm,AirNow,1.0,50.285833,-107.81689,POINT(50.285833 1),2022,5,14,0
Sault Ste Marie,ONTARIO,Canada,o3,0.024,2022-05-04 04:00:00+00:00,ppm,AirNow,1.0,46.5331,-84.3094,POINT(46.5331 1),2022,5,4,4
Calgary Northwest,ALBERTA,Canada,o3,0.055,2022-05-15 20:00:00+00:00,ppm,AirNow,1.0,51.0814,-114.1403,POINT(51.0814 1),2022,5,15,20
Cornwall,ONTARIO,Canada,o3,0.016,2022-05-15 05:00:00+00:00,ppm,AirNow,1.0,45.0294,-74.7394,POINT(45.0294 1),2022,5,15,5
Whistler Meadow Park,BRITISH COLUMBIA,Canada,o3,0.046,2022-05-06 22:00:00+00:00,ppm,AirNow,1.0,50.144285,-122.960402,POINT(50.144285 1),2022,5,6,22
Saint-Zéphirin-de-Co,QUEBEC,Canada,o3,0.027,2022-04-20 03:00:00+00:00,ppm,AirNow,1.0,46.0419,-72.66,POINT(46.0419 1),2022,4,20,3
Saturna,BRITISH COLUMBIA,Canada,o3,0.043,2022-05-16 23:00:00+00:00,ppm,AirNow,1.0,48.7833,-123.1333,POINT(48.7833 1),2022,5,16,23
Brossard - Parc Sorb,QUEBEC,Canada,o3,0.032,2022-04-23 03:00:00+00:00,ppm,AirNow,1.0,45.44866,-73.468631,POINT(45.44866 1),2022,4,23,3
Senneterre,QUEBEC,Canada,o3,0.044,2022-05-25 17:00:00+00:00,ppm,AirNow,1.0,48.4325,-77.1997,POINT(48.4325 1),2022,5,25,17
Bruderheim,ALBERTA,Canada,o3,0.025,2022-05-25 09:00:00+00:00,ppm,AirNow,1.0,53.800117,-112.927795,POINT(53.800117 1),2022,5,25,9
Williams Lake Column,BRITISH COLUMBIA,Canada,o3,0.037,2022-04-30 17:00:00+00:00,ppm,AirNow,1.0,52.14428,-122.150391,POINT(52.14428 1),2022,4,30,17
Parc de la Gatineau,QUEBEC,Canada,o3,0.041,2022-05-14 02:00:00+00:00,ppm,AirNow,1.0,45.6222,-76.0178,POINT(45.6222 1),2022,5,14,2
Goose Bay,NEWFOUNDLAND,Canada,o3,0.038,2022-04-28 05:00:00+00:00,ppm,AirNow,1.0,53.3047,-60.3644,POINT(53.3047 1),2022,4,28,5
London,ONTARIO,Canada,o3,0.035,2022-05-16 09:00:00+00:00,ppm,AirNow,1.0,42.974461,-81.200858,POINT(42.974461 1),2022,5,16,9
SWIFT CURRENT,SASKATCHEWAN,Canada,o3,0.033,2022-05-08 00:00:00+00:00,ppm,AirNow,1.0,50.285833,-107.81689,POINT(50.285833 1),2022,5,8,0
CZ0LSOU,Liberecký,Czech Republic,o3,121.7,2022-05-11 19:00:00+00:00,µg/m³,EEA Czech Republic,1.0,50.7896461486816,15.3196830749512,POINT(50.7896461486816 1),2022,5,11,19
CZ0AVYN,Hlavní město Praha,Czech Republic,o3,35.1,2022-05-25 00:00:00+00:00,µg/m³,EEA Czech Republic,1.0,50.1110801696777,14.5030956268311,POINT(50.1110801696777 1),2022,5,25,0
